Restoran,Yazar,Yazar Yorum Sayısı,Yazar Foto Sayısı,Yerel Rehber,Puan,Tarih,Yorum,İşletme Yanıtı,Yanıt Tarihi,Bu Yorumda Foto,Yorum ID
Pidas,EMİR GOK,1,,Hayır,5,2 yıl önce,Görüğüm en iyi ikramlar buradaa,,,0,ChdDSUhNMG9nS0VJQ0FnSUNkM3F5dnF3RRAB
Pidas,Emin Can,1,,Hayır,5,2 yıl önce,Hayatımda yediğim en lezzetli adana olabilir.,,,0,ChZDSUhNMG9nS0VJQ0FnSUNkM296eEx3EAE
Pidas,Damla Demirkir,1,,Hayır,5,2 yıl önce,Herşey için teşekkürle Yakup beye ilgisinden dolayı tesekkurler,,,0,ChZDSUhNMG9nS0VJQ0FnSUNkM3ZUZUt3EAE
Pidas,Hüseyin Dede,1,,Hayır,5,2 yıl önce,,,,0,ChdDSUhNMG9nS0VJQ0FnSUNkM3FTQ2hRRRAB
Pidas,Asiye Çakır,2,,Hayır,5,2 yıl önce,Harika😻😻😻😻 …,,,0,ChdDSUhNMG9nS0VJQ0FnSUNkM3FTNDVRRRAB
Pidas,Cengoo Temirci,1,,Hayır,5,2 yıl önce,Hizmetinden çok memnun kaldım herşey çok güzeldi,,,0,ChdDSUhNMG9nS0VJQ0FnSUNkN3IzYzlRRRAB
Pidas,Sezer,1,,Hayır,5,2 yıl önce,Hizmette üstüne yok herşeyiyle mükemmel çok teşekkür ediyorum ❤️,,,0,ChZDSUhNMG9nS0VJQ0FnSUNkN3UyQU1BEAE
Pidas,YAGMUR ABİ,5,,Hayır,5,2 yıl önce,Sevgililer gününde gittik. İkramlar yemekler servis mükemmeldi. Garsonlardan aşırı memnun kaldık. Bu kadar güler yüzlü ilgili saygılı bir işletme daha önce hiç görmedim.,,,0,ChZDSUhNMG9nS0VJQ0FnSUNkaHVQU1Z3EAE
Pidas,Ahmet Yayla,3,,Hayır,5,2 yıl önce,"Kesinlikle her şeyiyle çok güzel bir mekan.
Gittiğimizde kemanist çok güzel şarkılar çalıyordu.
Yemekleri lezzetli ve bu kadar lüks bir mekana göre olabileceği en uygun fiyatta.
İkramları bol ve garsonları çok ilgili.
Güzel bir yemek yemek isteyen herkeze tavsiye ediyorum.",,,0,ChdDSUhNMG9nS0VJQ0FnSUNkaHR6aTdnRRAB
Pidas,MURAT AKDOĞAN,5,,Hayır,5,2 yıl önce,Çok güzel bir mekan tavsiye ederim ilgi ve alakasindan mevlüt beye çok teşekkürler,,,0,ChZDSUhNMG9nS0VJQ0FnSUNkaHVqQlVnEAE
Pidas,Tekcan,52,2,Evet,5,2 yıl önce,Mekan konsept olarak başarılı ve çok temiz. Pideleri lezzetli. Biz kuşbaşılı kaşarlı pide ile tavuk şiş denedik. İkramlar yeterli ve çeşitli. Personel de çok yardımsever.  Özellikle Recep Bey'e teşekkür ediyorum. Siparişlerimizle ilgili taleplerimizle sabırla ilgilendi. Açık ayranın tadı muhteşemdi. Tek sorun siparişleri kalabalık olmamasına rağmen biraz bekledik. Bize denk gelmiş de olabilir bilmiyorum. Genel olarak başarılı. Meyve tabağı ve kahve ikramları da çok güzel jest oldu bizim için.,,,0,ChZDSUhNMG9nS0VJQ0FnSUNkNnVyNFFREAE
Pidas,Sara Akpınar,19,1,Evet,5,2 yıl önce,"Eşim sivaslı olduğu için tercih ettik mekanı çok beğendik çalışanlar da çok ilgili kibar ve güler yüzlülerdi teşekkür ederiz, yemeklerden de memnun kaldık tavsiye ederim iki kişi 800 gibi bir hesap ödedik.",,,0,ChdDSUhNMG9nS0VJQ0FnSUNkM0tXZDR3RRAB
Pidas,Erdal Budak,1,,Hayır,5,2 yıl önce,"Arkadaş grubumuz ile araştırıp geldiğimiz bir mekan. Gayet nezih bir restaurant, atmosfer çok şık, çalışan ekip çok samimi, ortam güzel hele ki civarda gittiğimiz özellikle lavabo ve tuvaleti en temiz mekan diyebilirim. Yemekleri ve ikramları mekan kadar güzel leziz başka hiç bir yerde görmediğimiz makarna meyve tabağı ikramı da kendileri ne has bir ikramdı gerçekten. Biz arkadaşlarla çok memnun kaldık ve ayrıldık hatta buluşmaları artık hep bu mekanda yapmayı planlıyoruz artık. Midas ailesine çok teşekkür ederiz ilgi ve alakaları için..",,,0,ChZDSUhNMG9nS0VJQ0FnSUNkdU1tN0N3EAE
Pidas,Alim Aydın,2,,Hayır,5,2 yıl önce,"Aspavaya git gel her zamanda hemen yanıbaşında bu mekanı tut yeni keşvet ve deki içinden arkadaş ben bu zamana kadar ne işim vardı aspava da. Mekan dediğin bu işte arkadaş adamlar yapmış oturdum bi baktım samimiyet hissettim önce sonra bi atmosfere baktım ferah
mı ferah her şey göz önünde temizlik düzen tamam lezzet ürünler yorumsuz yemeden anlayamaz kimse o etin tadı damağımda halen etin tadını yeni almış gibi oldum desem yeridir. Mekanda çalan müzikler hele hem midesi hem ruhu doyuyor insanın. Velhasıl uzatmaya pek gerek yok giden anlar ancak farkı diyorum işletmeci arkadaşları tebrik ediyorum bu caddenin hak ettiği bir mekan kurmuşlar cidden her şey için çok teşekkür ederim hayırlı işleriniz bol kazançlarınız olsun.",,,0,ChdDSUhNMG9nS0VJQ0FnSUNkdU02c2xRRRAB
Pidas,Hamza Kevioğlu,187,935,Evet,5,2 yıl önce,"Tattığım en mükemmel lezzet.
Herkese tavsiye ederim
Lezzetler her damak tadına uygun
Her kesme hitap edecek güler yüzlü hizmet sizleri bekliyor",,,0,ChdDSUhNMG9nS0VJQ0FnSUNkdU9yUjZnRRAB
Pidas,Kerem,,,Hayır,5,2 yıl önce,,,,0,ChZDSUhNMG9nS0VJQ0FnSUNkdUpLaEdREAE
Pidas,Yunus Emin Atak,86,35,Evet,5,2 yıl önce,"Dışardan hiç böyle bir yer olacağını tahmin etmemiştim. Mekan her anlamda premium kalitede ve ücretleri gayet makul. İç dizaynına hayran kaldım. Döner ve kuşbaşılı pide yedik. Ve köfte yedik. Benim aklım hala Dönerde kaldı, yumuşacık ve çok lezzetliydi.

İkramları kaliteli ve fazlaydı. Yemek öncesi ikram gelen makarna baya iyi.",,,2,ChdDSUhNMG9nS0VJQ0FnSUNkeU5tYzFRRRAB
Pidas,Büşra F.,46,23,Evet,5,2 yıl önce,Arkadaş grubu ile gittim. İki yüzlü kebabı ve pideleri oldukça lezzetliydi. İkramları da çeşitli ve güzeldi. Fakat kebap ve piderin yanı sıra Sivas köfte tam bir fiyasko. Sivas köfteyi kesinlikle tavsiye etmiyorum. Bunun dışıda ilgi ve alaka iyiydi. Yemek sonunda türk kahvesi ikramları da oldu. Toplu veya aile yemekleri için gidilebilecek güzel bir mekan. Aspava’lar yerine Pidas’a gelmenizi tavsiye ederim.,,,0,ChZDSUhNMG9nS0VJQ0FnSUNkNE4tRmJBEAE
Pidas,3boncuk 3kardes,55,52,Evet,5,2 yıl önce,Adana ustalarının olması sebebiyle mi bilmiyorum lezzet 10 numara hizmet ve ikramları da keza öyle Yasemin hanımın ilgi ve alakası güler yüzü 🌹 çok teşekkür ederim bundan sonra tercihimiz sizsiniz …,,,0,ChZDSUhNMG9nS0VJQ0FnSUNkd0sycmRBEAE
Pidas,Serdar öztürk,29,38,Evet,5,2 yıl önce,Kaliteli,,,0,ChdDSUhNMG9nS0VJQ0FnSUR0bjR6OWxBRRAB
Pidas,Gökhan Yücel,64,,Evet,5,2 yıl önce,Bugün internetten görüp arkadaslarla gittiğimiz mekan kesinlikle pişman olmazsınız çalışanlar çok ilgili işletme müdürü beyefendi masalarla tek tek ilgileniyor garson arkadaşlar sürekli bı eksiğiniz var mı diye soruyorlar ve ilgileniyorlar yemeklere gelince efsane kebapları ve meze çeşitleri süper humusa bayıldım. Eleştiri olarak bir tek açık ayran biraz iyileştirilebilir ama bu da eleştiri sayılmaz çünkü hizmet mezeler yiyecekler efsane ailemle birlikte en yakın zamanda tekrar ziyaret edeceğim çalışan arkadaslara ve işletme müdürümüze teşekkür ederim.insallah kalitesi ve lezzeti değişmez fiyatlar ise bence gayet iyi fiyat olarak tavsiye ederim..,,,0,ChdDSUhNMG9nS0VJQ0FnSUR0NzVYQ2tBRRAB
Pidas,Gülşen yıldız Bostan,2,2,Hayır,5,2 yıl önce,"Mekan, lezzetler, garsonların ilgisi, hepsi gayet güzeldi. Memnun kaldık. Gönül rahatlığıyla gidebilirsiniz.",,,0,ChZDSUhNMG9nS0VJQ0FnSUR0cjV2NldREAE
Pidas,Banu Aydın,4,,Hayır,5,2 yıl önce,Bugün ilk defa denedik ve gerçekten çok başarılı,,,0,ChZDSUhNMG9nS0VJQ0FnSUR0ejZMak9nEAE
Pidas,mine demir,4,1,Hayır,5,2 yıl önce,"Eşimle 2 kez ziyaret ettiğimiz pidas dan yine çok memnun bir şekilde ayrıldık. Herşey yine çok lezzetli ve kıvamındaydı. Yakın tarihte aile yemeğinde görüşmek üzere.

Not: mekanın hijyeni konusunda 10 yıldız vermek istiyorum. Tebrikler",,,0,ChZDSUhNMG9nS0VJQ0FnSUR0eC1qZlF3EAE
Pidas,sacid yasin,2,,Hayır,5,2 yıl önce düzenlendi,"Ankara'da gidilecek nadide yerlerden biri diyebilirim. Hakikaten lezzet yönünden başka mekanlardan çok farklı, sunumuyla, yemeklerin lezzet ve aromalarıyla sınıf atlamış bir yer. Sınırsız meze ve ikramlarını kaliteden ödün vermeden yaptıklarını özellikle belirtmek isterim. Yemekten önce çok lezzetli bir makarna ikramları var sırf onun için bile gidilir. 😊
Ayrıca sigarasız iç mekanda dikkatimi çeken bir husus var, her yeri masalarla doldurup sadece ticaret maksatlı bir anlayışla hareket etmemişler. Masa sayısını az tutup ferah ve şık bir ortam sağlamışlar.  Personellerin ilgi alakası gayet hoş. Mescid, çocuk oyun alanı herşeyi düşünülmüş.
Müşteri memnuniyeti açısından herşeyi hak ediyorlar. Takdire şayan tebrikler 👏🏻👏🏻👏🏻
Son olarak bizimle canı gönülden ilgilenen Sercan beye teşekkürler. Müşterileri bol bereketli olsun.",,,0,ChZDSUhNMG9nS0VJQ0FnSURONTZibGFnEAE
Pidas,Ömer Furkan ÖZKÖK,72,3,Evet,5,2 yıl önce,Lahmacun hariç yemekler gayet başarılı. İkramlardan çok memnun kaldım özellikle makarna detayı güzel olmuş.,,,0,ChZDSUhNMG9nS0VJQ0FnSUR0eGF5SEx3EAE
Pidas,Hilal Yeşiloğlu Özkök,11,7,Hayır,5,2 yıl önce,,,,0,ChZDSUhNMG9nS0VJQ0FnSUR0eGRUV0lnEAE
Pidas,DİLŞAT EROĞLU ÖNALDI,29,2,Evet,5,2 yıl önce,Çok fazla ikram geliyor ellerinize sağlık hoş bir mekan,,,0,ChZDSUhNMG9nS0VJQ0FnSUR0aGRXNWZnEAE
Pidas,Irem yılmaz,9,,Hayır,5,2 yıl önce,Güzel dekore edilmiş temiz bir mekan. Yemekler çok lezzetli. Viz özellikle döneri çok sevdik. Bizimle ilgilenen Yakup ve diğer tüm çalışanlarıda son derece ilgili.,,,0,ChdDSUhNMG9nS0VJQ0FnSUR0cG91N3ZnRRAB
Pidas,Kübra Topak,,,Hayır,5,2 yıl önce,,,,0,ChZDSUhNMG9nS0VJQ0FnSUR0eXQ3Mk1nEAE
Pidas,Gökhan Özdemir,75,38,Evet,3,2 yıl önce,,,,0,ChZDSUhNMG9nS0VJQ0FnSUR0a29uY0tREAE
Pidas,ilker Tüten,12,,Hayır,5,2 yıl önce,"Merhaba, ilgi,alaka servis çok iyi. Yemekler çok lezzetli ve ara servisler müthiş, ikrmliklar  da çok güzel özellikle dal turşusu (pezik) çok güzeldi. Kesinlikle tavsiye ederim ailecek gelebilirsiniz.",,,0,ChdDSUhNMG9nS0VJQ0FnSUR0eExISGdnRRAB
Pidas,Müjgen Tunç,20,,Evet,5,2 yıl önce,"İlk kez tavsiye üzerine geldik, hem lezzetleri hem garsonların ilgi alakası, ortamın nezihliği, temizliği her şey çok güzeldi. İkramları çok kaliteli, tavsiye ediyorum. Kalabalık gittiğimiz için adana, ciğer, pide vb. Lezzetleri denedik hepsi çok güzeldi.",,,0,ChdDSUhNMG9nS0VJQ0FnSUN0MV8zLXNRRRAB
Pidas,Zeynel OZONAL,8,,Hayır,5,2 yıl önce,Ürünler çok kaliteliydi personel çok güler yüzlü özellikle şef garsonunuza ilgisinden dolayı çok teşekkür ederim,,,0,ChdDSUhNMG9nS0VJQ0FnSUN0bmNYdzF3RRAB
Pidas,Hüseyin Hökelek,4,,Hayır,5,2 yıl önce,İki yüzlü kebap harikaydı. Şef garsona teşekkürler,,,0,ChdDSUhNMG9nS0VJQ0FnSUN0bmFTWmtnRRAB
Pidas,Emin B.,147,8,Evet,5,2 yıl önce,"Sivas köftesi, döner, etli ekmek tam Sivas usulü yapılıyor ve gayet lezzetli. Gerek hizmetten gerek yemeklerden çok memnun kaldık. Tekrar tekrar gitmeyi düşünüyorum. Fiyatları bi tık pahalı ama mevcut ekonomiyi göz önünde bulundurursak normal.",,,0,ChZDSUhNMG9nS0VJQ0FnSUN0M0tybldREAE
Pidas,Serap,2,,Hayır,5,2 yıl önce,Hizmetde lezzette 10 numara,,,0,ChdDSUhNMG9nS0VJQ0FnSUN0ek95SzNRRRAB
Pidas,hüseyin delil,339,106,Evet,5,2 yıl önce,Yemekleri gayet lezzetli.. tavsiye ederim,,,0,ChZDSUhNMG9nS0VJQ0FnSUN0dEoyT1VBEAE
Pidas,Bilal Yasin,2,,Hayır,5,2 yıl önce,Hem göze hem mideye lezzetiyle hitap edilen özel bir mekan. Sercan beyin yaklaşımları için ayrıca teşekkür ederim.,,,0,ChZDSUhNMG9nS0VJQ0FnSURONzQzcktBEAE
Pidas,Enes YASİN,33,19,Evet,5,2 yıl önce,"İlk defa gittiğim bir yerdi. Adana beyti yedim. Gayet lezzetliydi.  Öncesinde farklı çeşitli mezeleride çok iyidi. Oturma alanları arasındaki mesafe çok rahat. Bizimle ilgilenen Sercan bey'e nezaketinden dolayı teşekkürler

Sarma Beyti 350 TL
Mezeler ücretsiz, bittikçe geliyor",,,0,ChZDSUhNMG9nS0VJQ0FnSUROeF95ckZREAE
Pidas,Atakan Amuk,1,,Hayır,5,2 yıl önce,,,,0,ChZDSUhNMG9nS0VJQ0FnSUROamNib0J3EAE
Pidas,Yahya Yıldıran,,,Hayır,5,2 yıl önce,,,,0,ChdDSUhNMG9nS0VJQ0FnSUROamRycTNnRRAB
Pidas,Ömer Faruk VERGİSİZ,1,,Hayır,5,2 yıl önce,Mezeler ve ezmeler çok lezzetliydi. Mantarlı kaşarlı pide çok güzeldi. Çalışanlar samimi ve cana yakınlardı çok ilgilendiler. Aspavaya gideceğinize buraya gelin.,,,0,ChZDSUhNMG9nS0VJQ0FnSUROamREM2ZBEAE
Pidas,Mert Eren Kuru,4,7,Hayır,5,2 yıl önce,"Çalışanlar çok samimi ve sıcakkanlıydı, servis çok güzeldi, yemekler harikaydı, pideleri gerçekten çok lezzetli mantarlı pideyi de öneririm, sınırsız meze olayı her şeyi tamamlıyor!",,,2,ChdDSUhNMG9nS0VJQ0FnSUROallDMXhRRRAB
Pidas,Berfin Gün,5,2,Hayır,5,2 yıl önce,,,,0,ChdDSUhNMG9nS0VJQ0FnSUROOWUtSnFRRRAB
Pidas,Ceren Yavuz,1,2,Hayır,5,2 yıl önce,"Yemekler lezzetli, ikramlar da lezzetliydi ve bittikçe yenileniyor.",,,0,ChdDSUhNMG9nS0VJQ0FnSUROOWVfZXlRRRAB
Pidas,Deren Varlık,3,,Hayır,4,2 yıl önce,,,,0,ChdDSUhNMG9nS0VJQ0FnSUROOWUtazl3RRAB
Pidas,Erdem Kaya,4,,Hayır,5,2 yıl önce,inanılmazdııı,,,0,ChZDSUhNMG9nS0VJQ0FnSUROOWEtMkl3EAE
Pidas,Osman Arif ZABUN,35,6,Evet,5,2 yıl önce,"Servis çok iyi garsonlar çok ilgili hızlı eksiksiz temiz hizmet adana etli ekmek 10 numara. Kuver hizmeti dolu eksiksiz kürdanindan ıslak mendiline kapalı çatal bıçağa, ayrı servis tabagina kadar. Fesleğenli makarna dahil ikramlar zengin. Ortam ambıyans hoş. Ve en önemlisi yemek sonrası çay taze ve güzel..Gitmenizi tavsiye ederim memnun kalacaksınız.",,,0,ChdDSUhNMG9nS0VJQ0FnSURObVlqTnBnRRAB
Pidas,H Arzu AKSU,89,20,Evet,5,2 yıl önce,Tesadüf başka restoran ararken beğenmeyip etraftaki restoranlara bakarak geçerken gördük. Puanı iyi diye denemek istedik . Sadece garson SERCAN in ilgisi için bile gidilir.. Teşekkür ederiz. İşini severek yapan güler yüzlü bir garson. Müşteriye hitabı yaklaşımı çok güzel . Yiyecek konusuna gelince ikramlar yerli yerinde . Sercan in tavsiye ettiği Adana gerçekten başarılıydı . Paça işkembe çorbası içtiklerimizin en iyilerinden di. Umarım bozulmazlar.  Herşey için teşekürler...,,,0,ChZDSUhNMG9nS0VJQ0FnSUROMnAtMUVBEAE
Pidas,Ümmühan Söylemez,8,,Hayır,5,2 yıl önce,İkramlar ve yemekler çok lezzetliydi. Çalışanlar çok ilgili ve kibardı teşekkür ederiz,,,0,ChdDSUhNMG9nS0VJQ0FnSURObUlPRGt3RRAB
Pidas,ebru fisun,,,Hayır,5,2 yıl önce,,,,0,ChZDSUhNMG9nS0VJQ0FnSUROb0xDcFh3EAE
Pidas,ALİ DOĞAN,2,,Hayır,5,2 yıl önce,,,,0,ChdDSUhNMG9nS0VJQ0FnSUROd0puanFnRRAB
Pidas,Natella Sadikova,1,,Hayır,5,2 yıl önce,"Yemekleri, ikramları, hizmeti ve güler yüzlü garsonlar çok iyi idi. Eti lezzetliydi. Çok memnun kaldık. Sadece lahmacun boyutu fiyatına göre küçüktü. Burada yemek yemeği öneririz.",,,0,ChdDSUhNMG9nS0VJQ0FnSUROZ1B1OTF3RRAB
Pidas,Ecem Yazar,2,,Hayır,5,2 yıl önce,"Sercan beyin ilgi ve alakasından çok memnun kaldım. Yemekler çok lezizdi, hizmet çok güzeldi bir daha gelmeyi düşünüyoruz",,,0,ChdDSUhNMG9nS0VJQ0FnSUROZ056d3RBRRAB
Pidas,Deniz Güneş,1,,Hayır,5,2 yıl önce,"Sercan beyin ilgi ve alakası için çok teşekkür ederiz. Yiyecekler ilgi ve alakadan çok memnun kaldık, yemekler ve ikramlar çok güzeldi.",,,0,ChZDSUhNMG9nS0VJQ0FnSUROZ056UUJREAE
Pidas,Ayşe Asiltürk,2,,Hayır,5,2 yıl önce,Ciğer dürümde domates vardı  ayıklamak zorunda kaldım,,,0,ChdDSUhNMG9nS0VJQ0FnSUNOMzlueHpBRRAB
Pidas,Rabia Yaylacı,3,,Hayır,5,2 yıl önce,"Sivas köftesi yedim, tadı inanılmaz güzeldi. Mezeleri de çok güzeldi ve bittikçe tazelediler. Güler yüzlü ve samimi  çalışanlara sahip bir mekanda keyifli zama
n geçirdik. Ellerinize sağlık 💕🌸✨ …",,,0,ChZDSUhNMG9nS0VJQ0FnSUNOMzhudk13EAE
Pidas,Murat Atan,362,318,Evet,4,2 yıl önce,Sivas köftesi güzel. Döner ek işte. Servis güzel. Yancilari bol.,,,0,ChdDSUhNMG9nS0VJQ0FnSUNOcDdYTnNRRRAB
Pidas,Serkan Erkan,95,21,Evet,5,2 yıl önce,Ikram konusunda aspavalarla yarışır seviyeye gelmiş özellikle ikram makarna çok lezzetli onun dışında samimi personeller vızır vızır hizmet veriyorlar bence en güzeli sivas köfte,,,0,ChZDSUhNMG9nS0VJQ0FnSUNObzhYSFJREAE
Pidas,Ege Doğan,7,,Hayır,5,2 yıl önce,"Ortam çok güzel pide ve köfte çok harika
Ayrıca WC çok temiz ve düzenli çalışanlar çok ilgili
Tüm personele çok teşekkürler ediyorum",Beğenmenize ve memnun kalmanıza çok sevindik efendim. Bir gıda işletmesinin olması gereken temizlik çizgisinden şaşmıyoruz asla siz değerli müşterilerimize daha iyi hizmet verebilmek adına daima çalışıyor elimizden geleni yapıyoruz. Afiyet olsun diler her zaman bekleriz.,2 yıl önce,0,ChZDSUhNMG9nS0VJQ0FnSUNOdGZTSk5nEAE
Pidas,Gülşah Sağdıç,3,1,Hayır,5,2 yıl önce,"Merhaba yemeklerinden, hizmetinden ve çalışanlarin ilgisinden çok memnun kaldık.ayrica çalışan mevlüt beyde çok nezaketli ve ilgiliydi.",Merhabalar Gülşah hanım. Çok teşekkür ederiz yorum ve değerlendirmeniz adına. Siz değerli müşterilerimizin memnun olduğunu görmek bizleri çok mutlu ettiğini belirtmek isteriz efendim her zaman bekleriz inşallah. Afiyet olsun diler iyi günler dileriz...,2 yıl önce,0,ChdDSUhNMG9nS0VJQ0FnSUNOOU8yLXNRRRAB
Pidas,Cigdem Sa,2,,Hayır,5,2 yıl önce,Kesinlikle süper bir mekan. çalışanları aşırı tatlı çok ilgili özellikle Mevlüt bey günümüzün güzel geçmesini sağladı mezeler süper yediklerimiz çok lezzeti hiç rahatsız etmedi çayı bile çok iyi ya....,"Beğenmenize çok sevindik Çiğdem hanım çok teşekkür ederiz bu güzel yorumunuz için. Personel kadromuz ailemiz gibidir efendim memnun kalmanız sizlerin teveccühüdür sağ olun, her zaman bekler Afiyet olsun dileriz.",2 yıl önce,0,ChdDSUhNMG9nS0VJQ0FnSUNOMU9hSTJBRRAB
Pidas,Mehmet Dursun,6,,Hayır,5,2 yıl önce,"Meşhur Pidasın lezzetleriyle tanıştım bu akşam. İkramlar çok lezzetli ve yemekten sonra tatlı ayrıca meyve tabağı geliyor. aspava yada diğer ciğerciler Pidasın kalitesine yanaşamaz sadece isimleri var. Yakında buranın daha da meşhur olacağını düşünüyorum. Diğer restorantlardan onlarca kat kaliteli, fiyatlarda bu kaliteye göre çok uygun. Önemli misafirlerimi ağırladım çok memnun kaldılar artık sık sık geleceğiz. Lezzeti ve kaliteyi tercih edenlerin hiç düşünmeden Pidası tercih edebilir.","Mustafa bey sizi ağırlamaktan mutluluk duyduk efendim. Hoş geldiniz, sefa getirdiniz her zaman bekleriz inşallah. Bu şairane, açıklayıcı, güzel yorumunuz ve değerlendirmeniz içinde ayrıca çok Teşekkür eder Afiyet olsun dileriz. Tekrar görüşmek dileği ile iyi günleriniz olsun efendim...",2 yıl önce,0,ChZDSUhNMG9nS0VJQ0FnSUNOcVBQRlpBEAE
Pidas,Gul Demir,3,,Hayır,5,2 yıl önce düzenlendi,ortam cok hos calisanlar guler yuzlu  temizlik efsane  mis gibi kokuyor girdiginizde tavsiye ederim ..,Çok Teşekkür ederiz Gül hanım bu güzel yorum ve değerlendirmeniz adına. Beğenmenize memnun kalmanıza gurur duyduk efendim her zaman bekleriz. Afiyet olsun...,2 yıl önce,0,ChdDSUhNMG9nS0VJQ0FnSUQxa3JleXBRRRAB
Pidas,Atlas Erdoğan,3,,Hayır,5,2 yıl önce,Değerlendirmeniz adına çok Teşekkür ederiz Atlas bey. Afiyet olsun...,Değerlendirmeniz adına çok Teşekkür ederiz Atlas bey. Afiyet olsun...,2 yıl önce,0,ChZDSUhNMG9nS0VJQ0FnSUQxaDlqTFVnEAE
Pidas,Atlas Erdoğan,2,,Hayır,5,2 yıl önce,"Merhaba ben Atlas,uzun zamandır yemeklerinizi severek ve beğenerek yiyorum.Burdan Seyit abime ve Abdullah kucak dolusu sevgiler.",Merhabalar Atlas bey. Öncelikle bu güzel sıcak kanlı yorumunuz adına ve değerlendirmeniz adına sizlere çok Teşekkür ederiz. Siz değerli müdavimiz olan müşterilerimiz ve dostlarımız memnun kaldıkça bu işi onur ve gururla yaptığımızı bildirmek isteriz. Umarım hep böyle devam eder sizleri memnun ederiz. Sizlere afiyet olsun diler her zaman bekleriz güzel kardeşim.,2 yıl önce,0,ChZDSUhNMG9nS0VJQ0FnSUQxaDdEZUNnEAE
Pidas,Rotasizlar Rotasizinsan,101,2768,Evet,5,2 yıl önce,"Mezeler :Fındık lahmacun, yogurtlu köz patlıcan, köz soğan özellikle güzeldi.
güzel bir makarnayla beraber göz doyurucu çeşitte meze geldi. İkramların hepsi istisnasız güzeldi.
Humus da güzeldi
Köfteye bayıldım,
Direkt etin tadını alıyorsun agzinizda  bir lezzet fırtınası ette sinir yok kıkırdak yok
Et çok lezzetliydi, pişme oranımukemmeldi köfte ne kuru nede çiğ idi suyu içinde kalmis, satır kıyması  gibi  etin kıvamı çok güzel
Atmosferi oldukça samimi ve sıcak.
Mutfakları açık tasarıma sahip olduğundan, yemeklerinizi hazırlayan aşçıların yemeğinizin nasıl hazırlandığını görmen mümkün

Kendiniz park etmekisterseniz Cadde üzerinde park yerleri var hafta sonu kalabalık yer bulmak sıkıntı olsada
Girişte vale sizi karşılıyor herhangi bir park yeri aramanıza gerek yok.
İçeriye girdiğimde güler yüzle karşılandım çıkarken de öyle  uğurlandılar
Ailecek gelebileceğiniz konfora sahip.
Çocuklar için özel oyun alanı var
WC lerdeki muntazam temiz",Öncelikle inanın bu şairane yorumunuz karşısında ne yazacağımı pek bilemedim. Bu kadar güzel ve detaylı açıklamalarınızı okurken bizleri gururlandırdığınızı ve onurlandırdığınızı bilmenizi isteriz. Bu muhteşem yorumunuz adına sizlere çok Teşekkür ederiz. Yazan elinize yüreğinize sağlık. Siz değerli müşterilerimiz var oldukça ve memnun kaldıkça bizler de gururla ve büyük bir çaba ile elimizden geleni yani sizlere daha iyi hizmet verebilme adına ne gerekiyorsa onu yapmaya çalıştığımızı belirtmek isteriz efendim. Sizlere Afiyet olsun diler mutlaka her zaman bekleriz ayrıca bu mekan her zaman dediğimiz gibi hepimizin her müşterimiz kendini evinde hissedercesine rahat etmesi adına da her zaman dikkat ediyoruz. Güzel ve mutlu günler dileği ile tekrar Teşekkürler...,2 yıl önce,0,ChZDSUhNMG9nS0VJQ0FnSUQxbzkzQk5REAE
