Restoran,Yazar,Yazar Yorum Sayısı,Yazar Foto Sayısı,Yerel Rehber,Puan,Tarih,Yorum,İşletme Yanıtı,Yanıt Tarihi,Bu Yorumda Foto,Yorum ID
Pidas,cihan erbay,2,4,Hayır,5,2 yıl önce,,,,0,ChdDSUhNMG9nS0VJQ0FnSUQ5MWNTUXFRRRAB
Pidas,Ezgi MERT,3,,Hayır,5,2 yıl önce,,,,0,ChdDSUhNMG9nS0VJQ0FnSUQ5bGVMVndnRRAB
Pidas,Hüseyin Mormenekse,5,11,Evet,5,2 yıl önce,,,,0,ChdDSUhNMG9nS0VJQ0FnSUQ5bFlLSnhBRRAB
Pidas,Hayrunisa Karanfil,2,,Hayır,5,2 yıl önce,"Güzel ve iç açıcı bir mekandı, temizlik ve hijyen açısından gönül rahatlığıyla tercih edebilirsiniz. Yemekleri de çok lezzetliydi. Güler yüzlü ve ilgiliyli çalışanlarıyla biz çok memnun kaldık. Tavsiye ederiz.",,,0,ChZDSUhNMG9nS0VJQ0FnSUQ5LWJUQ1BBEAE
Pidas,Fatma Nur Kapukaya,1,,Hayır,5,2 yıl önce,"Sıcak ve aile ortamına uygun bir atmosfer, yemekleriyle ve çalışanların ilgisiyle kendinizi rahat hissedebileceğiniz bir yer. Ayrıca çocuklu aileler için de oyun alanı mevcut.",,,0,ChZDSUhNMG9nS0VJQ0FnSUQ5dWMtd0FnEAE
Pidas,Eda Nur Oğuz,,,Hayır,5,2 yıl önce,,,,0,ChdDSUhNMG9nS0VJQ0FnSUQ5dWIyR253RRAB
Pidas,Utku Özçelik,6,,Hayır,1,2 yıl önce,"İlgili asılsız yönlendirici yorum ve beğenilerinizden dolayı,aşağıda belirtilen maddeler kapsamında Ankara Cumhuriyet Başsavcılığı’na gerekli başvurular yapılmıştır.

Türk Ticaret Kanunu kapsamında haksız rekabete dair düzenlemeler m. 54 ile 63 arasında yer almakta olup m. 62/1’de ise;
a) 55 inci maddede yazılı haksız rekabet fiillerinden birini kasten işleyenler,
b) Kendi icap ve tekliflerini rakiplerini kine tercih edilmesi için kişisel durumu, ürünleri, iş ürünleri, ticari faaliyeti ve işleri hakkında kasten yanlış veya yanıltıcı bilgi verenler,
c) Çalışanları vekilleri veya diğer yardımcı kişileri, çalıştıranın müvekkillerinin üretim veya ticaret sırlarını ele geçirmelerini sağlamak için aldatanlar,
d) Çalıştıranlar veya müvekkillerden, işçilerini veya çalışanlarının ya da vekillerini, işlerini gördükleri sırada cezayı gerektiren bir haksız rekabet fiilini işlediklerini öğrenip de bu fiili önlemeyenler veya gerçeğe aykırı beyanları düzelmeyenler,
fiil daha ağır cezayı gerektiren başka bir suç oluşturmadığı takdirde, 56 ncı madde gereğince hukuk davasını açma hakkını haiz bulunanlardan birini şikayeti üzerinde, her bir bent kapsamına giren fiiller dolayısıyla iki yıla kadar hapis veya adli para cezasıyla cezalandırılırlar.","İlgili asılsız yönlendirici yorum ve beğenilerinizden dolayı,aşağıda belirtilen maddeler kapsamında Ankara Cumhuriyet Başsavcılığı’na gerekli başvurular yapılmıştır.

Türk Ticaret Kanunu kapsamında haksız rekabete dair düzenlemeler m. 54 ile 63 arasında yer almakta olup m. 62/1’de ise;
a) 55 inci maddede yazılı haksız rekabet fiillerinden birini kasten işleyenler,
b) Kendi icap ve tekliflerini rakiplerini kine tercih edilmesi için kişisel durumu, ürünleri, iş ürünleri, ticari faaliyeti ve işleri hakkında kasten yanlış veya yanıltıcı bilgi verenler,
c) Çalışanları vekilleri veya diğer yardımcı kişileri, çalıştıranın müvekkillerinin üretim veya ticaret sırlarını ele geçirmelerini sağlamak için aldatanlar,
d) Çalıştıranlar veya müvekkillerden, işçilerini veya çalışanlarının ya da vekillerini, işlerini gördükleri sırada cezayı gerektiren bir haksız rekabet fiilini işlediklerini öğrenip de bu fiili önlemeyenler veya gerçeğe aykırı beyanları düzelmeyenler,
fiil daha ağır cezayı gerektiren başka bir suç oluşturmadığı takdirde, 56 ncı madde gereğince hukuk davasını açma hakkını haiz bulunanlardan birini şikayeti üzerinde, her bir bent kapsamına giren fiiller dolayısıyla iki yıla kadar hapis veya adli para cezasıyla cezalandırılırlar.",2 yıl önce,0,ChdDSUhNMG9nS0VJQ0FnSUQ5MmRyZXR3RRAB
Pidas,mustafa Akinci,2,1,Hayır,1,2 yıl önce,"İlgili asılsız yönlendirici yorum ve beğenilerinizden dolayı,aşağıda belirtilen maddeler kapsamında Ankara Cumhuriyet Başsavcılığı’na gerekli başvurular yapılmıştır.

Türk Ticaret Kanunu kapsamında haksız rekabete dair düzenlemeler m. 54 ile 63 arasında yer almakta olup m. 62/1’de ise;
a) 55 inci maddede yazılı haksız rekabet fiillerinden birini kasten işleyenler,
b) Kendi icap ve tekliflerini rakiplerini kine tercih edilmesi için kişisel durumu, ürünleri, iş ürünleri, ticari faaliyeti ve işleri hakkında kasten yanlış veya yanıltıcı bilgi verenler,
c) Çalışanları vekilleri veya diğer yardımcı kişileri, çalıştıranın müvekkillerinin üretim veya ticaret sırlarını ele geçirmelerini sağlamak için aldatanlar,
d) Çalıştıranlar veya müvekkillerden, işçilerini veya çalışanlarının ya da vekillerini, işlerini gördükleri sırada cezayı gerektiren bir haksız rekabet fiilini işlediklerini öğrenip de bu fiili önlemeyenler veya gerçeğe aykırı beyanları düzelmeyenler,
fiil daha ağır cezayı gerektiren başka bir suç oluşturmadığı takdirde, 56 ncı madde gereğince hukuk davasını açma hakkını haiz bulunanlardan birini şikayeti üzerinde, her bir bent kapsamına giren fiiller dolayısıyla iki yıla kadar hapis veya adli para cezasıyla cezalandırılırlar.","İlgili asılsız yönlendirici yorum ve beğenilerinizden dolayı,aşağıda belirtilen maddeler kapsamında Ankara Cumhuriyet Başsavcılığı’na gerekli başvurular yapılmıştır.

Türk Ticaret Kanunu kapsamında haksız rekabete dair düzenlemeler m. 54 ile 63 arasında yer almakta olup m. 62/1’de ise;
a) 55 inci maddede yazılı haksız rekabet fiillerinden birini kasten işleyenler,
b) Kendi icap ve tekliflerini rakiplerini kine tercih edilmesi için kişisel durumu, ürünleri, iş ürünleri, ticari faaliyeti ve işleri hakkında kasten yanlış veya yanıltıcı bilgi verenler,
c) Çalışanları vekilleri veya diğer yardımcı kişileri, çalıştıranın müvekkillerinin üretim veya ticaret sırlarını ele geçirmelerini sağlamak için aldatanlar,
d) Çalıştıranlar veya müvekkillerden, işçilerini veya çalışanlarının ya da vekillerini, işlerini gördükleri sırada cezayı gerektiren bir haksız rekabet fiilini işlediklerini öğrenip de bu fiili önlemeyenler veya gerçeğe aykırı beyanları düzelmeyenler,
fiil daha ağır cezayı gerektiren başka bir suç oluşturmadığı takdirde, 56 ncı madde gereğince hukuk davasını açma hakkını haiz bulunanlardan birini şikayeti üzerinde, her bir bent kapsamına giren fiiller dolayısıyla iki yıla kadar hapis veya adli para cezasıyla cezalandırılırlar.",2 yıl önce,0,ChdDSUhNMG9nS0VJQ0FnSUQ5MllxLTZBRRAB
Pidas,Yunus Yamancı,1,,Hayır,1,2 yıl önce,"İlgili asılsız yönlendirici yorum ve beğenilerinizden dolayı,aşağıda belirtilen maddeler kapsamında Ankara Cumhuriyet Başsavcılığı’na gerekli başvurular yapılmıştır.

Türk Ticaret Kanunu kapsamında haksız rekabete dair düzenlemeler m. 54 ile 63 arasında yer almakta olup m. 62/1’de ise;
a) 55 inci maddede yazılı haksız rekabet fiillerinden birini kasten işleyenler,
b) Kendi icap ve tekliflerini rakiplerini kine tercih edilmesi için kişisel durumu, ürünleri, iş ürünleri, ticari faaliyeti ve işleri hakkında kasten yanlış veya yanıltıcı bilgi verenler,
c) Çalışanları vekilleri veya diğer yardımcı kişileri, çalıştıranın müvekkillerinin üretim veya ticaret sırlarını ele geçirmelerini sağlamak için aldatanlar,
d) Çalıştıranlar veya müvekkillerden, işçilerini veya çalışanlarının ya da vekillerini, işlerini gördükleri sırada cezayı gerektiren bir haksız rekabet fiilini işlediklerini öğrenip de bu fiili önlemeyenler veya gerçeğe aykırı beyanları düzelmeyenler,
fiil daha ağır cezayı gerektiren başka bir suç oluşturmadığı takdirde, 56 ncı madde gereğince hukuk davasını açma hakkını haiz bulunanlardan birini şikayeti üzerinde, her bir bent kapsamına giren fiiller dolayısıyla iki yıla kadar hapis veya adli para cezasıyla cezalandırılırlar.","İlgili asılsız yönlendirici yorum ve beğenilerinizden dolayı,aşağıda belirtilen maddeler kapsamında Ankara Cumhuriyet Başsavcılığı’na gerekli başvurular yapılmıştır.

Türk Ticaret Kanunu kapsamında haksız rekabete dair düzenlemeler m. 54 ile 63 arasında yer almakta olup m. 62/1’de ise;
a) 55 inci maddede yazılı haksız rekabet fiillerinden birini kasten işleyenler,
b) Kendi icap ve tekliflerini rakiplerini kine tercih edilmesi için kişisel durumu, ürünleri, iş ürünleri, ticari faaliyeti ve işleri hakkında kasten yanlış veya yanıltıcı bilgi verenler,
c) Çalışanları vekilleri veya diğer yardımcı kişileri, çalıştıranın müvekkillerinin üretim veya ticaret sırlarını ele geçirmelerini sağlamak için aldatanlar,
d) Çalıştıranlar veya müvekkillerden, işçilerini veya çalışanlarının ya da vekillerini, işlerini gördükleri sırada cezayı gerektiren bir haksız rekabet fiilini işlediklerini öğrenip de bu fiili önlemeyenler veya gerçeğe aykırı beyanları düzelmeyenler,
fiil daha ağır cezayı gerektiren başka bir suç oluşturmadığı takdirde, 56 ncı madde gereğince hukuk davasını açma hakkını haiz bulunanlardan birini şikayeti üzerinde, her bir bent kapsamına giren fiiller dolayısıyla iki yıla kadar hapis veya adli para cezasıyla cezalandırılırlar.",2 yıl önce,0,ChdDSUhNMG9nS0VJQ0FnSUQ5MmZLemxnRRAB
Pidas,Kaan Unal,2,,Hayır,1,2 yıl önce,Rezalet. Ama Sercan beye teşekkür ederiz.,"İlgili asılsız yönlendirici yorum ve beğenilerinizden dolayı,aşağıda belirtilen maddeler kapsamında Ankara Cumhuriyet Başsavcılığı’na gerekli başvurular yapılmıştır.

Türk Ticaret Kanunu kapsamında haksız rekabete dair düzenlemeler m. 54 ile 63 arasında yer almakta olup m. 62/1’de ise;
a) 55 inci maddede yazılı haksız rekabet fiillerinden birini kasten işleyenler,
b) Kendi icap ve tekliflerini rakiplerini kine tercih edilmesi için kişisel durumu, ürünleri, iş ürünleri, ticari faaliyeti ve işleri hakkında kasten yanlış veya yanıltıcı bilgi verenler,
c) Çalışanları vekilleri veya diğer yardımcı kişileri, çalıştıranın müvekkillerinin üretim veya ticaret sırlarını ele geçirmelerini sağlamak için aldatanlar,
d) Çalıştıranlar veya müvekkillerden, işçilerini veya çalışanlarının ya da vekillerini, işlerini gördükleri sırada cezayı gerektiren bir haksız rekabet fiilini işlediklerini öğrenip de bu fiili önlemeyenler veya gerçeğe aykırı beyanları düzelmeyenler,
fiil daha ağır cezayı gerektiren başka bir suç oluşturmadığı takdirde, 56 ncı madde gereğince hukuk davasını açma hakkını haiz bulunanlardan birini şikayeti üzerinde, her bir bent kapsamına giren fiiller dolayısıyla iki yıla kadar hapis veya adli para cezasıyla cezalandırılırlar.",2 yıl önce,0,ChZDSUhNMG9nS0VJQ0FnSUQ5MlpMM1h3EAE
Pidas,Nuri Ozmen,91,23,Evet,5,2 yıl önce,"Bu restaurant 1 yildir varmış. Ben yeni gördüm. Bölgedeki başka yere giderken hadi buraya bakalım dediğimiz yerdi. Ancak özellikle burası için giderim. İkiyüzlü diye bir yemeği var tavsiye ederim. Beni en çok etkileyen 2. Konu ekibin genç, ilgili ve dinamik olması. Güzel yemekler yedik ve güzel vakit geçirdik.",,,0,ChZDSUhNMG9nS0VJQ0FnSUQ5d2VhSEtBEAE
Pidas,Nazile C,1,,Hayır,5,2 yıl önce,Harika bir restorant yemekler muhteşem herkese tavsiye ediyorum,,,0,ChZDSUhNMG9nS0VJQ0FnSUQ5Z2ZtS1JnEAE
Pidas,Leyla Özkan,91,7,Evet,2,2 yıl önce,"Sivas etli ekmek ve kuşbaşılı pide söyledik .Etli ekmek sulu kıyma sarımsaklı tadi vardı , kuşbaşılı pidesi ise eti az az koyulmustu.Açıkcası lezzetlerini beğenemedik .",,,0,ChdDSUhNMG9nS0VJQ0FnSUQ5anNYLXFRRRAB
Pidas,Av. Ömer Can Alkan,7,,Hayır,1,2 yıl önce,"Öncelikle tuvaletlerinde SU yok… Sipariş verdik, dakikalar sonra patatesin olmadığını belirttiler. Sadece büyük siparişlere ilgileniyorlar. Önermem, balgatta çok daha iyi yerler var.",,,0,ChZDSUhNMG9nS0VJQ0FnSUQ5MXUyU1dREAE
Pidas,Güray Şimşek,3,,Hayır,1,2 yıl önce,"Kuzenimle geldik 1 er tane lahmacun yiyip kalkmak istedik. Lahmacunlar soğuk ve içi pişmemiş geldi. Yemeğin ortasında dile getirdik pide içliğimiz yeni hazırlandı dediler. Bunu baştan söylemeliydiniz dediğimizde haklısınız içeri ileteceğiz dediler. Çok ilgisiz ve müşterinin tekrar tercih etmesini önemsemeyen bir işletme, hiç memnun kalmadık",,,0,ChdDSUhNMG9nS0VJQ0FnSUQ5MXNDMm13RRAB
Pidas,İtfaiyeci ömer ipek,134,54,Evet,5,2 yıl önce,Tavsiye ederim çok güzel bir mekan,,,0,ChZDSUhNMG9nS0VJQ0FnSUQ5LXVEZ0NREAE
Pidas,Mehmet Var,,,Hayır,5,2 yıl önce,,,,0,ChdDSUhNMG9nS0VJQ0FnSUQ5OHA3RmtRRRAB
Pidas,Yunus Emre Türkoğlu,30,8,Evet,5,2 yıl önce,"Kesinlikle denenmesi gereken, ikramları bol ve gerçekten lezzetli bir mekan.",,,1,ChdDSUhNMG9nS0VJQ0FnSUQ5blAyWDVRRRAB
Pidas,Yunus Emre Sandık,2,3,Hayır,5,2 yıl önce,,,,0,ChZDSUhNMG9nS0VJQ0FnSUQ5dElPNFVBEAE
Pidas,sinan keskiner,20,,Evet,2,2 yıl önce,"akşam özel misafirimizi ağırlamak için tercih etmiştik ancak istediğimiz gibi olmadı.
Restoranta girince yer olarak localardan biri boş olduğu için o masalardan nirini seçmek istedik ancak restoran da görevli siparişimizi alcak kişi orası dolu dedi ve ısrar etmemize ve boş olmasına rağmen bizi istediğimiz masaya almadı.
Kıyıda bir masaya oturduktan spnra bedenini sorduğumda orası rezerveli dedi önce saat kaça diye sordum bilmiyordu sonra geldi 1830 dedi ki biz 16 45 de oturmuştuk yani daha 2 saate yakın zaman vardı ve biz 1830 a kadar çok önceden bitirirdik yemeğimizi doğal olarak.
İstediğimiz masa olsaydı daha mutlu olurduk kıyıda köşede yedik kalktık pek içimize sinmedi.",,,0,ChZDSUhNMG9nS0VJQ0FnSUM5OTdldUhREAE
Pidas,Gürkan Alper KELEŞ,110,55,Evet,5,2 yıl önce,"İç mekan dizayn olarak çok iyi. Malzeme kalitesi ve fiyatları iyi.  4 kişilik karışık kebabı ile 5 kişi doyabilirsiniz. Çocuk oyun salonu mevcut. Çalışan arkadaşlar çok ilgili... Tekrar, tekrar gelinebilir .",,,3,ChdDSUhNMG9nS0VJQ0FnSUM5cDVHV3NnRRAB
Pidas,AHMET ŞENGÜL,9,,Evet,5,2 yıl önce,"Sivas köftesi efsane , mezeler gayet yeterli
En önemlisi hizmet çok iyi
Tavsiye ederim.
Emeklerinize sağlık teşekkürler",,,0,ChZDSUhNMG9nS0VJQ0FnSUM5ODdEaUZBEAE
Pidas,BD,54,9,Evet,5,2 yıl önce,İkramlar çok güzel. Çalışanlar güleryüzlü. Antep lahmacun 250 tl. Çay tatlı ikram. Tatlı da çok güzeldi. Teşekkür ederiz. İlgi ve alakanız hiç değişmez umarım. Tavsiye ediyorum 🫶 …,,,1,ChZDSUhNMG9nS0VJQ0FnSUM5Zzl5V0JnEAE
Pidas,Gamze Toksoy,19,4,Evet,3,2 yıl önce,Pide aleladeydi. Hamuru yavan eti lezzetsizdi.,,,0,ChZDSUhNMG9nS0VJQ0FnSUM5dmItQWVREAE
Pidas,Orçun İnceman,14,1,Evet,5,2 yıl önce,Balgatta gidilebilecek çok nezih mekanlardan birisi yemekleri çok lezzetli ve kaliteli ikramları çok bol tavsiye ederim ♥️,,,0,ChdDSUhNMG9nS0VJQ0FnSUM5N2MzbTdRRRAB
Pidas,m koçak,52,,Evet,5,2 yıl önce,"Temiz, uygun fiyatlı güleryüzle hizmet veren bir lokanta. Ayrıca geniş bir çocuk oyun alanı da mevcut. Çok beğendik.",,,0,ChZDSUhNMG9nS0VJQ0FnSUM5eFl6WFJREAE
Pidas,Ömer Faruk Altun,35,28,Evet,5,2 yıl önce,"Bu mekana 4. kez gelişim bu sefer ailemi getirmeye karar verdim. Yemekler gerçekten çok taze, leziz ve ikramlar çokça boldu. Kesinlikle aileler için mükemmel bir mekan sessiz sakin gürültülü olmayan mükemmel bir yer. Çalışanlar için de ayrı parantez açmak istiyorum neredeyse her garson masamıza uğradı ilgilendiler sağ olsun tüm çalışanlara teşekkürlerimi sunuyorum. Herkese burayı şiddetle tavsiye ediyorum.",,,2,ChZDSUhNMG9nS0VJQ0FnSUM5OFl1UWVREAE
Pidas,Sum Alt,10,,Hayır,5,2 yıl önce,Servisleri çok temizli personelleri güzer yüzlü sağolsunlar çok memnun kaldık. Fiyat açısındanda iyiydi diğer yerlere göre. Mezeler gelmeden başlangıç tabağıyla basladık daha sonra masayı mezelerle donattılar tabak bitince hemen doldurdular yemeğimiz gelmeden doymustuk zaten sağolsunlar. Yemeğimiz bitince çayın yanına meyve ikram ettiler yine gelmeyi düşünüyoruz.,,,0,ChZDSUhNMG9nS0VJQ0FnSUM5OGUzblp3EAE
Pidas,ceyreen ',9,,Hayır,5,2 yıl önce,,,,0,ChZDSUhNMG9nS0VJQ0FnSUM5c2VEWUxnEAE
Pidas,Güvenilir Tadımcı,262,1017,Evet,5,2 yıl önce,"Servis personelinin bilgisi kibarlığı
Mekanın şıklığı sizi özel hissettiren locaları ve dekoru 👍
Lavabolarına kadar çok şık tertemiz bir mekan

Fiyatlar bir yanında bulunan aspava’dan daha düşük mezeleri sınırsız ve gerçekten çok lezzetli

Adana kebabı çok çok başarılı pideleri güzel bence kusuru yok bölgedeki son yıllarda en keyif aldığım mekanlardan biri oldu tavsiye ederim

İkram olarak da ekstradan pesto soslu makarna getirdiler hem farklı olmuş hem çok lezzetli",,,4,ChZDSUhNMG9nS0VJQ0FnSUM5cm91Qlp3EAE
Pidas,Yusuf Erkan,112,,Evet,5,2 yıl önce,,,,0,ChdDSUhNMG9nS0VJQ0FnSUM5LXRuanhRRRAB
Pidas,Ali Emre Akgunes,577,15529,Evet,2,2 yıl önce,Mekan fena değil ama sigaralı ve sigarasız bölüm arasında bir cam yada duvar yok o nedenle rahatsız edici bir durum. Genel olarak ortalama lezzet ortalama fiyat.,,,4,ChdDSUhNMG9nS0VJQ0FnSUM5Z3BTQTRnRRAB
Pidas,Eren Tekin,1,,Hayır,5,2 yıl önce,Hizmetten çok memnun kaldık hafif turuncu saçlı gözlüksüz bir arkadaş vardı güler yüzlü muhabbeti da epey iyiydi bir daha balgatta yemek yersek burayı tercih edeceğiz,,,0,ChdDSUhNMG9nS0VJQ0FnSUM5ck5MODd3RRAB
Pidas,Nadiye Nadiye,2,,Hayır,5,2 yıl önce,"Pideleri,etleri hepsi gerçekten çok başarılı. Ana yemekler,ikramlar,ilgi-alaka gayet güzel. Emeği geçenlerin emeğine sağlık.",,,0,ChZDSUhNMG9nS0VJQ0FnSUM5ek4yZlFnEAE
Pidas,Sude Bayram,15,,Hayır,5,2 yıl önce,Mekan güzel çalışanlar çok ilgililer balgatta gidilecek en güzel yerlerden bir tanesii kesin gidin öneri: çiğeri mükemmell,,,0,ChdDSUhNMG9nS0VJQ0FnSUM5bExLQWdBRRAB
Pidas,Umut Ün,14,7,Evet,5,2 yıl önce,,,,0,ChZDSUhNMG9nS0VJQ0FnSUM5LU52SVhnEAE
Pidas,Zülal Daloğlu (ZDT),28,12,Evet,5,2 yıl önce,"Yemekler ve ikramlar lezzetli.
Daha öncede geliyorduk ancak bu kez misafirlerimizle geldik .
Mevlüt bey e ilgilerinden dolayı teşekkür ederiz .
Hepimiz çok memnun kaldık .",,,0,ChZDSUhNMG9nS0VJQ0FnSUM5LU5UNVVnEAE
Pidas,A.Kadir Akd,319,30933,Evet,5,2 yıl önce düzenlendi,"Bedavaları ana yemeğin lezzetini geçen Aspavalardan sıkılan birçok kişiye kesinlikle denemelisiniz ve gönül rahatlığı ile tavsiye ederim diyebileceğim, yemek sırasında bir sonraki gelişimde ne yesem diye düşündüren harika bir işletme.Özellikle 2 yüzlü kebap muhteşem. Balgat Ceyhun Atıf Kansu caddesi'nde Çetin Emeç ışıklar a yakın güzel bir lokasyonda. İşletme oldukça hijyenik ve nezih. İkramları peynir yatağında makarna, ezme , humus , çiğ köfte, ezme. Hizmet kalitesi oldukça üst seviyede, fiyatlar makul",,,0,ChZDSUhNMG9nS0VJQ0FnSUQxcFBpeENREAE
Pidas,Bahadir Bican,34,,Evet,5,2 yıl önce,"Herşey o kadar harika ve lezzetli ki, iyi ki gelmişiz dedik, mekanı güzel yapan Mevlüt Beye de ayrıca teşekkür ederiz.",,,0,ChZDSUhNMG9nS0VJQ0FnSUM5dU8zR2N3EAE
Pidas,Burcu Yayla,20,8,Evet,5,2 yıl önce,Tertemiz personelleri çok ilgili kibar lezzetli Adana Sivas köfte güzel tekrar tekrar gelinir çocuklar için oyun parkı var,,,0,ChZDSUhNMG9nS0VJQ0FnSUM5dUlHRktBEAE
Pidas,Duygunur Aslıipek,16,1,Hayır,5,2 yıl önce,Yemekler çok lezzetliydi sivas pidesi muhteşemdi ellerinize saglık,,,0,ChdDSUhNMG9nS0VJQ0FnSURkMWVySi13RRAB
Pidas,Öykü Torun,31,7,Evet,5,2 yıl önce,"Çıkar çıkmaz yorum atmak istedim . Öncelikle işletme tertemiz , personel yüksek enerji veriyor hepsi güler yüzlü . Lezzet ve ikramlar çok güzel humus sevmem ama çok beğendim . Fiyatlar gayet güzel . Oyun alanı mevcut ki benim için en önemli unsur budur . İşletmeye en ufak bir kusur bulamam çok memnun ayrıldık . Tekrar geleceğiz kusur bulmak için uğraşacak olursam 🤪 çocuk tuvaleti de olsaymış hayallerimde ki restoran olarak tarihe geçebilirdi ☺️ Çocuklu aileler için çok doğru bir tercih 👍🏼",,,0,ChdDSUhNMG9nS0VJQ0FnSURkNWZfaWxRRRAB
Pidas,Hülya Laleci,11,5,Hayır,5,2 yıl önce,Gayet başarılı menüler ve guleryuzlu personeli ile mutlaka denemenizi tavsiye ederim.,,,0,ChZDSUhNMG9nS0VJQ0FnSURkcGUteUpBEAE
Pidas,ömer kalkan,2,,Hayır,5,2 yıl önce,İlgi alaka çok güzel,,,0,ChdDSUhNMG9nS0VJQ0FnSURkcGFMVzJBRRAB
Pidas,Efe ŞEN,3,,Hayır,5,2 yıl önce,,,,0,ChZDSUhNMG9nS0VJQ0FnSURkeGJ1V0lREAE
Pidas,Ahmet emir ecik,92,82,Evet,5,2 yıl önce,Çok iyidi biz kuş başı ve adana yedik et çok kaliteli ikramlar çok fazla sayamadım,,,0,ChdDSUhNMG9nS0VJQ0FnSURkOGREUjJ3RRAB
Pidas,Yusuf Yılmaz,9,,Evet,5,2 yıl önce,,,,0,ChZDSUhNMG9nS0VJQ0FnSURkanZ1ZEh3EAE
Pidas,Adnan Boyraz,,10,Hayır,5,2 yıl önce,,,,0,ChdDSUhNMG9nS0VJQ0FnSURkOHZIQjdRRRAB
Pidas,mustafa kızmaz,4,,Hayır,4,2 yıl önce,,,,0,ChZDSUhNMG9nS0VJQ0FnSURkbVBqNFZBEAE
Pidas,Abdullah KIRMAN,7,1,Hayır,5,2 yıl önce,Hem yemekler hem atmosfer hem de hizmet harikaydı.,,,0,ChZDSUhNMG9nS0VJQ0FnSURkcU1YcmZnEAE
Pidas,Esra Şule Gürgil,47,17,Evet,2,2 yıl önce,Lahmacun ve kuşbaşılı pide söyledik. Lahmacunlar yarım saatte gelmedi. Kuşbaşılı pide soğuk ve iç harcı çok az geldi. Kuşbaşılı pidenin tadı güzel değildi.  Lahmacun tadı idare eder.,,,1,ChdDSUhNMG9nS0VJQ0FnSURkME5lMzdnRRAB
Pidas,Yunus Emre Köklü,7,,Hayır,5,2 yıl önce,Gerçekten fiyatlar biraz yüksek olmasına karşın lezzet ve hizmet bakımından çok kaliteli bir yer mutlaka deneyin,,,0,ChdDSUhNMG9nS0VJQ0FnSUNkbjkydDJnRRAB
Pidas,efe ilanbey,6,,Hayır,5,2 yıl önce,Her şeyiyle dört dörtlük mekan,,,0,ChdDSUhNMG9nS0VJQ0FnSUNkbjUzY3pRRRAB
Pidas,Bugra ÇOKER,49,133,Evet,3,2 yıl önce,"Sivas döner ve köfte Sivas değil. Hizmet, ikramlar ve atmosfer güzel ancak.",,,0,ChdDSUhNMG9nS0VJQ0FnSUNkdTdYc2pBRRAB
Pidas,Kayra Batu,7,8,Hayır,5,2 yıl önce,,,,0,ChZDSUhNMG9nS0VJQ0FnSUNkMjlTdkJBEAE
Pidas,Mustafa YALÇIN,311,44,Evet,4,2 yıl önce,"Hizmeti çok iyi, ama lezzetler o kadar iyi değil.",,,0,ChdDSUhNMG9nS0VJQ0FnSUNkLWRyRTdRRRAB
Pidas,Betül Demirel,1,,Hayır,5,2 yıl önce,,,,0,ChdDSUhNMG9nS0VJQ0FnSUNkd1pEUjV3RRAB
Pidas,YUSUF ÇALHAN,31,6,Evet,5,2 yıl önce,Ben bir yerin wc sine bakarak anlarım.Elinizi yıkadığınız sabun bile eyüp sabri tuncer.Yemekleri harika personel çok kibar ve ilgili.İstanbul dan geldim ve çok memnun kalarak geri dönüyorum.,,,0,ChZDSUhNMG9nS0VJQ0FnSUNkZ1lTaWZ3EAE
Pidas,feridun çavuşdağ,8,,Evet,5,2 yıl önce,"Pidas Restaurant da yemeklerin lezzeti, çalışan personellerin ilgi ve güler yüzle karşılaması ayrıca Restaurant Sahibi Seyit Bey vede kardeşine ilgilerinden dolayı emeği geçen tüm çalışanlara çok teşekkür ederiz. Sivasımızın yemeklerini tatmalarını  herkese tavsiye ederim.",,,0,ChdDSUhNMG9nS0VJQ0FnSUNkZ2NqaXNBRRAB
Pidas,Dursen Çavuşdağ,4,,Hayır,5,2 yıl önce,Balgat'ta gittiğim en güzel mekanlardan biriydi. Mekanın şıklığı çalışanların güler yüzlülüğü ve yemeklerin lezzeti hepsi beş yıldızı hakediyor. Elinize emeğinize sağlık.,,,0,ChdDSUhNMG9nS0VJQ0FnSUNkZ2VESXFnRRAB
Pidas,Genar OZYİLDİRİM,2,,Hayır,5,2 yıl önce,Gerçek çok güzel yemekleri lezzetli garsonlar son derece nazik ve ilgililer lavaboları her gitmemde tertemizdi ızgara çeşitlerini çok beğendim hepsini denedim sayılır şiddetle tavsiye ederim,,,0,ChdDSUhNMG9nS0VJQ0FnSUNkdnNmZHBRRRAB
Pidas,Adem Güneş,1,,Hayır,5,2 yıl önce,Hayatımda yediğim en güzel karışıktı ikramları çok güzel,,,0,ChZDSUhNMG9nS0VJQ0FnSUNkdnBELUhnEAE
Pidas,İdris Hayda,3,,Hayır,5,2 yıl önce,Yemekler harika temizlik harika hizmet harika,,,0,ChZDSUhNMG9nS0VJQ0FnSUNkdnVDWFZBEAE
Pidas,XanMeth,,,Hayır,5,2 yıl önce,,,,0,ChZDSUhNMG9nS0VJQ0FnSUNkM3JQMldBEAE
Pidas,Hazer Öntuğ,6,,Hayır,5,2 yıl önce,"Çok temiz,nezih bir ortam.Çalışanlar çok ilgili ve kibarlar.Memnuniyetimi paylaşmak istedim mutlaka gelin derim.",,,0,ChZDSUhNMG9nS0VJQ0FnSUNkM3E2SmRBEAE
